0	2018-02-27 19:17:55.506802	1	10	147	100	
1	2018-02-27 19:17:55.506802	1	12	100	80	
2	2018-02-27 19:17:55.506802	1	11	110	130	
3	2018-02-27 19:17:55.506802	1	20	148	124	
4	2018-02-27 19:17:55.506802	1	19	140	74	
5	2018-02-27 19:17:55.506802	1	28	104	106	
6	2018-02-27 19:17:55.606807	1	10	146	100	
7	2018-02-27 19:17:55.606807	1	11	110	130	
8	2018-02-27 19:17:55.606807	1	12	100	80	
9	2018-02-27 19:17:55.606807	1	20	149	124	
10	2018-02-27 19:17:55.606807	1	19	140	74	
11	2018-02-27 19:17:55.606807	1	28	104	106	
12	2018-02-27 19:17:55.706817	1	10	146	100	
13	2018-02-27 19:17:55.706817	1	12	100	80	
14	2018-02-27 19:17:55.706817	1	11	110	131	
15	2018-02-27 19:17:55.706817	1	20	148	124	
16	2018-02-27 19:17:55.706817	1	19	140	74	
17	2018-02-27 19:17:55.706817	1	28	103	106	
18	2018-02-27 19:17:55.806825	1	10	146	100	
19	2018-02-27 19:17:55.806825	1	12	100	80	
20	2018-02-27 19:17:55.806825	1	11	110	131	
21	2018-02-27 19:17:55.806825	1	20	148	124	
22	2018-02-27 19:17:55.806825	1	19	140	74	
23	2018-02-27 19:17:55.806825	1	28	103	106	
24	2018-02-27 19:17:55.906831	1	10	146	100	
25	2018-02-27 19:17:55.906831	1	11	110	131	
26	2018-02-27 19:17:55.906831	1	12	100	80	
27	2018-02-27 19:17:55.906831	1	20	148	124	
28	2018-02-27 19:17:55.906831	1	19	140	74	
29	2018-02-27 19:17:55.906831	1	28	103	106	
30	2018-02-27 19:17:56.006832	1	10	146	100	
31	2018-02-27 19:17:56.006832	1	11	110	131	
32	2018-02-27 19:17:56.006832	1	12	101	80	
33	2018-02-27 19:17:56.006832	1	20	148	124	
34	2018-02-27 19:17:56.006832	1	19	140	75	
35	2018-02-27 19:17:56.006832	1	28	104	106	
36	2018-02-27 19:17:56.106853	1	12	100	80	
37	2018-02-27 19:17:56.106853	1	10	146	100	
38	2018-02-27 19:17:56.106853	1	11	110	131	
39	2018-02-27 19:17:56.106853	1	20	148	124	
40	2018-02-27 19:17:56.106853	1	19	140	74	
41	2018-02-27 19:17:56.106853	1	28	104	105	
42	2018-02-27 19:17:56.206863	1	10	147	100	
43	2018-02-27 19:17:56.206863	1	12	100	80	
44	2018-02-27 19:17:56.206863	1	11	110	131	
45	2018-02-27 19:17:56.206863	1	20	148	124	
46	2018-02-27 19:17:56.206863	1	19	140	74	
47	2018-02-27 19:17:56.206863	1	28	104	106	
48	2018-02-27 19:17:56.306866	1	10	146	100	
49	2018-02-27 19:17:56.306866	1	11	110	131	
50	2018-02-27 19:17:56.306866	1	12	100	80	
51	2018-02-27 19:17:56.306866	1	20	148	124	
52	2018-02-27 19:17:56.306866	1	19	139	74	
53	2018-02-27 19:17:56.306866	1	28	104	106	
54	2018-02-27 19:17:56.406874	1	11	110	131	
55	2018-02-27 19:17:56.406874	1	10	147	100	
56	2018-02-27 19:17:56.406874	1	12	100	80	
57	2018-02-27 19:17:56.406874	1	20	148	124	
58	2018-02-27 19:17:56.406874	1	19	139	74	
59	2018-02-27 19:17:56.406874	1	28	104	106	
60	2018-02-27 19:17:56.506896	1	11	110	131	
61	2018-02-27 19:17:56.506896	1	10	146	100	
62	2018-02-27 19:17:56.506896	1	12	100	80	
63	2018-02-27 19:17:56.506896	1	20	148	124	
64	2018-02-27 19:17:56.506896	1	19	140	74	
65	2018-02-27 19:17:56.506896	1	28	104	106	
66	2018-02-27 19:17:56.606897	1	10	147	100	
67	2018-02-27 19:17:56.606897	1	11	110	131	
68	2018-02-27 19:17:56.606897	1	12	100	80	
69	2018-02-27 19:17:56.606897	1	20	148	124	
70	2018-02-27 19:17:56.606897	1	19	140	74	
71	2018-02-27 19:17:56.606897	1	28	103	106	
72	2018-02-27 19:17:56.706916	1	10	147	100	
73	2018-02-27 19:17:56.706916	1	12	101	80	
74	2018-02-27 19:17:56.706916	1	11	110	131	
75	2018-02-27 19:17:56.706916	1	20	148	124	
76	2018-02-27 19:17:56.706916	1	19	140	75	
77	2018-02-27 19:17:56.706916	1	28	104	106	
78	2018-02-27 19:17:56.806921	1	11	110	131	
79	2018-02-27 19:17:56.806921	1	10	147	100	
80	2018-02-27 19:17:56.806921	1	12	100	80	
81	2018-02-27 19:17:56.806921	1	20	148	124	
82	2018-02-27 19:17:56.806921	1	19	140	74	
83	2018-02-27 19:17:56.806921	1	28	104	106	
84	2018-02-27 19:17:56.906937	1	11	110	130	
85	2018-02-27 19:17:56.906937	1	10	147	100	
86	2018-02-27 19:17:56.906937	1	12	100	80	
87	2018-02-27 19:17:56.906937	1	20	148	124	
88	2018-02-27 19:17:56.906937	1	19	140	74	
89	2018-02-27 19:17:56.906937	1	28	104	106	
90	2018-02-27 19:17:57.006946	1	10	147	100	
91	2018-02-27 19:17:57.006946	1	12	100	80	
92	2018-02-27 19:17:57.006946	1	11	110	131	
93	2018-02-27 19:17:57.006946	1	20	148	124	
94	2018-02-27 19:17:57.006946	1	19	140	74	
95	2018-02-27 19:17:57.006946	1	28	104	106	
96	2018-02-27 19:17:57.106959	1	11	110	131	
97	2018-02-27 19:17:57.106959	1	10	146	100	
98	2018-02-27 19:17:57.106959	1	12	100	80	
99	2018-02-27 19:17:57.106959	1	20	148	124	
100	2018-02-27 19:17:57.106959	1	19	140	74	
101	2018-02-27 19:17:57.106959	1	28	104	106	
102	2018-02-27 19:17:57.206962	1	10	147	100	
103	2018-02-27 19:17:57.206962	1	11	110	130	
104	2018-02-27 19:17:57.206962	1	12	100	80	
105	2018-02-27 19:17:57.206962	1	20	148	124	
106	2018-02-27 19:17:57.206962	1	19	140	74	
107	2018-02-27 19:17:57.206962	1	28	104	106	
108	2018-02-27 19:17:57.306973	1	10	147	100	
109	2018-02-27 19:17:57.306973	1	11	110	131	
110	2018-02-27 19:17:57.306973	1	12	100	80	
111	2018-02-27 19:17:57.306973	1	20	148	124	
112	2018-02-27 19:17:57.306973	1	19	140	74	
113	2018-02-27 19:17:57.306973	1	28	104	106	
114	2018-02-27 19:17:57.406980	1	10	146	100	
115	2018-02-27 19:17:57.406980	1	12	100	80	
116	2018-02-27 19:17:57.406980	1	11	110	130	
117	2018-02-27 19:17:57.406980	1	20	148	124	
118	2018-02-27 19:17:57.406980	1	19	140	74	
119	2018-02-27 19:17:57.406980	1	28	104	107	
120	2018-02-27 19:17:57.507000	1	10	146	100	
121	2018-02-27 19:17:57.507000	1	12	100	80	
122	2018-02-27 19:17:57.507000	1	11	110	130	
123	2018-02-27 19:17:57.507000	1	20	148	124	
124	2018-02-27 19:17:57.507000	1	19	140	74	
125	2018-02-27 19:17:57.507000	1	28	104	106	
126	2018-02-27 19:17:57.607002	1	10	147	100	
127	2018-02-27 19:17:57.607002	1	12	100	80	
128	2018-02-27 19:17:57.607002	1	11	110	130	
129	2018-02-27 19:17:57.607002	1	20	148	124	
130	2018-02-27 19:17:57.607002	1	19	140	74	
131	2018-02-27 19:17:57.607002	1	28	103	106	
132	2018-02-27 19:17:57.707020	1	10	147	100	
133	2018-02-27 19:17:57.707020	1	12	100	80	
134	2018-02-27 19:17:57.707020	1	11	110	131	
135	2018-02-27 19:17:57.707020	1	20	148	124	
136	2018-02-27 19:17:57.707020	1	19	140	75	
137	2018-02-27 19:17:57.707020	1	28	103	106	
138	2018-02-27 19:17:57.807033	1	10	146	100	
139	2018-02-27 19:17:57.807033	1	11	110	131	
140	2018-02-27 19:17:57.807033	1	12	100	81	
141	2018-02-27 19:17:57.807033	1	20	148	124	
142	2018-02-27 19:17:57.807033	1	19	140	74	
143	2018-02-27 19:17:57.807033	1	28	104	106	
144	2018-02-27 19:17:57.907053	1	10	146	100	
145	2018-02-27 19:17:57.907053	1	11	110	131	
146	2018-02-27 19:17:57.907053	1	12	100	80	
147	2018-02-27 19:17:57.907053	1	20	149	124	
148	2018-02-27 19:17:57.907053	1	19	140	74	
149	2018-02-27 19:17:57.907053	1	28	103	106	
150	2018-02-27 19:17:58.007057	1	10	147	100	
151	2018-02-27 19:17:58.007057	1	12	100	80	
152	2018-02-27 19:17:58.007057	1	11	110	130	
